Region,Town,State,Business,Vertical,Need,Confidence,Website score,IT score,Evidence,Phone,Website,Address,Google Maps,Source,Status/Notes
Southern WV,Princeton,WV,Personal Touch The Fish Superstore,retail,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-304-487-0742,https://www.fishsuperstore.biz/,118 Needham Pl,https://www.google.com/maps/search/?api=1&query=Personal%20Touch%20The%20Fish%20Superstore%20Princeton%20WV,OSM,
Southern WV,Welch,WV,Fanning Funeral Home,retail,Website,High,5,2,Website is down/unreachable,+1 304 875 4800,https://www.fanningfuneralhomes.com/,11950 Main Street,https://www.google.com/maps/search/?api=1&query=Fanning%20Funeral%20Home%20Welch%20WV,OSM,
Southern WV,Oak Hill/Fayetteville,WV,Master Roofing Systems,trades,Website,High,5,2,Website is down/unreachable (EAI_AGAIN),+1 304-253-4800,https://masterroofingpro.com/,115 Main St,https://www.google.com/maps/search/?api=1&query=Master%20Roofing%20Systems%20Oak%20Hill%2FFayetteville%20WV,OSM,
Southern WV,Beckley,WV,Fujiyama Japanese Steak House,food,Website,High,5,2,Website is down/unreachable,+1-304-250-0288,https://fujiyamabeckley.com/,2003 Harper Road,https://www.google.com/maps/search/?api=1&query=Fujiyama%20Japanese%20Steak%20House%20Beckley%20WV,OSM,
Southern WV,Beckley,WV,Second Street Service Center,auto,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-304-929-2400,https://www.secondstreetservicecenter.com/,509 2nd Street,https://www.google.com/maps/search/?api=1&query=Second%20Street%20Service%20Center%20Beckley%20WV,OSM,
Southern WV,Beckley,WV,Arch Coal Beckley,retail,Website,High,5,2,Website is down/unreachable,+13049294280,http://www.archcoal.com/aboutus/beckley.aspx,2221 Old Eccles Road,https://www.google.com/maps/search/?api=1&query=Arch%20Coal%20Beckley%20Beckley%20WV,OSM,
Southern WV,Beckley,WV,Burning Rock Outdoor Adventure Park,professional,Website,High,5,2,Website is down/unreachable,+1 877 573 2001,https://www.burningrockwv.com/,171 Burning Rock Drive,https://www.google.com/maps/search/?api=1&query=Burning%20Rock%20Outdoor%20Adventure%20Park%20Beckley%20WV,OSM,
Southern WV,Oak Hill/Fayetteville,WV,Overnight Laundry,retail,Website,High,4,3,SSL certificate broken/expired; Business email is johnbrown25311@gmail.com,+1-304-395-0006,https://overnightlaundry.com/,7195 Legends Highway,https://www.google.com/maps/search/?api=1&query=Overnight%20Laundry%20Oak%20Hill%2FFayetteville%20WV,OSM,
Southern WV,Oak Hill/Fayetteville,WV,Cold Spot Glen Jean,food,Website,High,5,2,Website is down/unreachable,+1 304-469-9464,https://www.thecoldspot.com,4955 Legends Highway,https://www.google.com/maps/search/?api=1&query=Cold%20Spot%20Glen%20Jean%20Oak%20Hill%2FFayetteville%20WV,OSM,
Southern WV,Lewisburg,WV,Harmony Ridge Gallery,retail,Website,High,5,2,Website is down/unreachable (CERT_HAS_EXPIRED),+1-304-645-4333,https://www.harmonyridgegallery.com/,209 Washington Street,https://www.google.com/maps/search/?api=1&query=Harmony%20Ridge%20Gallery%20Lewisburg%20WV,OSM,
Southern WV,Lewisburg,WV,Brewers Onsite Services Inc,retail,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1 681-318-3547,http://generatorslewisburg.com,360 Washington St W,https://www.google.com/maps/search/?api=1&query=Brewers%20Onsite%20Services%20Inc%20Lewisburg%20WV,OSM,
Southern WV,Lewisburg,WV,The Loft Liquor and Wine Shop,retail,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-304-647-5638,http://spiritsandwinelewisburg.com,124 Seneca Trail,https://www.google.com/maps/search/?api=1&query=The%20Loft%20Liquor%20and%20Wine%20Shop%20Lewisburg%20WV,OSM,
Southern WV,Hinton,WV,Gore's Autobody Inc,auto,Website,High,5,2,Website is down/unreachable,+1-304-466-0522,https://goresautobody.com/,80 Grace Street,https://www.google.com/maps/search/?api=1&query=Gore's%20Autobody%20Inc%20Hinton%20WV,OSM,
Southern WV,Hinton,WV,WaterDawg Outdoors,retail,Website,High,5,2,Website is down/unreachable,+1-304-309-5213,https://waterdawgoutdoors.com/,,https://www.google.com/maps/search/?api=1&query=WaterDawg%20Outdoors%20Hinton%20WV,OSM,
SW Virginia,Bristol,VA,blowfish emporium,retail,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1 276-644-1428,http://www.blowfishemporium.com/,,https://www.google.com/maps/search/?api=1&query=blowfish%20emporium%20Bristol%20VA,OSM,
SW Virginia,Bristol,VA,606 State Street Galler,retail,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1 423-573-2438,http://www.606statestreetgallery.com/,,https://www.google.com/maps/search/?api=1&query=606%20State%20Street%20Galler%20Bristol%20VA,OSM,
SW Virginia,Bristol,VA,Virginia Vintage Interiors,retail,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-276-644-3240,https://www.virginiavintageinteriors.com/,,https://www.google.com/maps/search/?api=1&query=Virginia%20Vintage%20Interiors%20Bristol%20VA,OSM,
SW Virginia,Bristol,VA,Delta Blues BBQ,food,Website,High,5,2,Website is down/unreachable,+1-423-573-3382,https://deltablues-bbq.com/,724 State Street,https://www.google.com/maps/search/?api=1&query=Delta%20Blues%20BBQ%20Bristol%20VA,OSM,
SW Virginia,Abingdon,VA,Brisket N' Bourbon,food,Website,High,5,2,Website is down/unreachable (EAI_AGAIN),+1-276-623-0037,https://brisketnbourbon.com/,260 West Main Street,https://www.google.com/maps/search/?api=1&query=Brisket%20N'%20Bourbon%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,The Peppermill,food,Website,High,5,2,Website is down/unreachable (ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE),+1-276-623-0530,http://www.thepeppermillnew.com/,231 West Main Street,https://www.google.com/maps/search/?api=1&query=The%20Peppermill%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Greeko's Grill & Cafe,food,Website,High,5,2,Website is down/unreachable,+1-276-525-8107,https://www.getgreekos.com/,217 West Main Street,https://www.google.com/maps/search/?api=1&query=Greeko's%20Grill%20%26%20Cafe%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Highlands Thrift Store,retail,Website,High,5,2,Website is down/unreachable,+1-276-623-0036,http://thriftstoreabingdon.com/,396 Cummings Street,https://www.google.com/maps/search/?api=1&query=Highlands%20Thrift%20Store%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Fiddler's,food,Website,High,5,2,Website is down/unreachable,+1-276-628-2555,https://www.fiddlersva.com/,480 Cummings Street,https://www.google.com/maps/search/?api=1&query=Fiddler's%20Abingdon%20VA,OSM,
SW Virginia,Marion,VA,Skyview Mini Storage,retail,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-276-685-7285,https://skyviewministorage.com,2045 Hwy 11,https://www.google.com/maps/search/?api=1&query=Skyview%20Mini%20Storage%20Marion%20VA,OSM,
SW Virginia,Marion,VA,The Wooden Pickle,food,Website,High,5,2,Website is down/unreachable,+1-276-783-2300,https://www.woodenpicklefoodandspirits.com/,120 East Main Street,https://www.google.com/maps/search/?api=1&query=The%20Wooden%20Pickle%20Marion%20VA,OSM,
SW Virginia,Galax,VA,Farm Bureau,finance,Website,High,4,3,Facebook/Instagram page instead of a real website,+1-276-236-7210,https://www.vafb.com/offices/galax,971 East Stuart Drive,https://www.google.com/maps/search/?api=1&query=Farm%20Bureau%20Galax%20VA,OSM,
SW Virginia,Galax,VA,Watson Auto,auto,Website,High,5,2,Website is down/unreachable (ERR_TLS_CERT_ALTNAME_INVALID),+1-276-236-1010,https://watsonautova.com/,1010 East Stuart Drive,https://www.google.com/maps/search/?api=1&query=Watson%20Auto%20Galax%20VA,OSM,
SW Virginia,Galax,VA,Eye Care on the Ridge,healthcare,Website,High,4,3,Copyright stuck at 2018; GoDaddy site builder; Uses free email for business (impallari@gmail.com),+1-276-235-6888,https://eyecareontheridge.com/,1022 East Stuart Drive,https://www.google.com/maps/search/?api=1&query=Eye%20Care%20on%20the%20Ridge%20Galax%20VA,OSM,
SW Virginia,Galax,VA,Fiddler’s Restaurant,food,Website,High,5,2,Website is down/unreachable,+1-276-728-4977,https://www.fiddlersva.com/,2042 Carrollton Pike,https://www.google.com/maps/search/?api=1&query=Fiddler%E2%80%99s%20Restaurant%20Galax%20VA,OSM,
SW Virginia,Lebanon,VA,Huffman Tire & Services Center,auto,Website,High,5,2,Website is down/unreachable,+1-276-889-2070,https://huffman-tire-services-center.business.site/,1046 West Main Street,https://www.google.com/maps/search/?api=1&query=Huffman%20Tire%20%26%20Services%20Center%20Lebanon%20VA,OSM,
SW Virginia,Lebanon,VA,Virginia Farm Bureau Insurance Company,finance,Website,High,4,3,Facebook/Instagram page instead of a real website,+12768891119,https://www.vafb.com/,919 West Main Street,https://www.google.com/maps/search/?api=1&query=Virginia%20Farm%20Bureau%20Insurance%20Company%20Lebanon%20VA,OSM,
SW Virginia,Lebanon,VA,The Weeping Willow Cafe & Tap House,food,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+12764159199,http://thelocalmerc.com/drink,56 West Main Street,https://www.google.com/maps/search/?api=1&query=The%20Weeping%20Willow%20Cafe%20%26%20Tap%20House%20Lebanon%20VA,OSM,
SW Virginia,Richlands,VA,Bad Axery,fitness,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-276-345-4239,https://www.badaxeryrichlands.com/,1217 Front Street,https://www.google.com/maps/search/?api=1&query=Bad%20Axery%20Richlands%20VA,OSM,
SW Virginia,Richlands,VA,Woody's Classic Automotive,auto,Website,High,5,2,Website is down/unreachable,+1-276-963-3632,https://www.woodysclassicautomotive.com/,3785 Steelsburg Highway,https://www.google.com/maps/search/?api=1&query=Woody's%20Classic%20Automotive%20Richlands%20VA,OSM,
SW Virginia,Blacksburg,VA,The Beast of Blacksburg,food,Website,High,5,2,Website is down/unreachable,+1-540-953-1975,https://thebeastofblacksburg.com/,860 University City Boulevard,https://www.google.com/maps/search/?api=1&query=The%20Beast%20of%20Blacksburg%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Pulse Pilates Studio,fitness,Website,High,5,2,Website is down/unreachable,+1-540-200-8705,https://pulsepilatesva.com/,200 Country Club Drive,https://www.google.com/maps/search/?api=1&query=Pulse%20Pilates%20Studio%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,The Inn at Virginia Tech,hospitality,Website,High,5,2,Website is down/unreachable,+1-540-231-8000,https://www.innatvirginiatech.com/,901 Prices Fork Road,https://www.google.com/maps/search/?api=1&query=The%20Inn%20at%20Virginia%20Tech%20Blacksburg%20VA,OSM,
SW Virginia,Roanoke,VA,Valhalla Vineyards,trades,Website,High,5,2,Website is down/unreachable (EAI_AGAIN),+1-540-725-9463,https://www.valhallawines.com/,6500 Mt Chestnut Road,https://www.google.com/maps/search/?api=1&query=Valhalla%20Vineyards%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,FarmBurguesa,food,Website,High,5,2,Website is down/unreachable,+1-540-595-7778,https://farmburguesa.com/,303 South Pollard Street,https://www.google.com/maps/search/?api=1&query=FarmBurguesa%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Pueblo Chico,food,Website,High,5,2,Website is down/unreachable,+1-540-566-3447,https://pueblochico24014.wixsite.com/website,2626 Broadway Avenue Southwest,https://www.google.com/maps/search/?api=1&query=Pueblo%20Chico%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,"Appalachian Truck & Equipment, Inc",auto,Website,High,5,2,Website is down/unreachable,+1-540-966-0906,https://www.appalachiantrucks.com,596 Cougar Drive,https://www.google.com/maps/search/?api=1&query=Appalachian%20Truck%20%26%20Equipment%2C%20Inc%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,BMW of Roanoke,auto,Website,High,5,2,Website is down/unreachable,+1 540-342-3733,https://www.bmwroanoke.com,2824 Franklin Road Southwest,https://www.google.com/maps/search/?api=1&query=BMW%20of%20Roanoke%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Sweets by Shaniece,food,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-540-566-3007,https://www.sweetsbyshaneice.com/,501 Campbell Avenue Southwest,https://www.google.com/maps/search/?api=1&query=Sweets%20by%20Shaniece%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Grace's Place Pizzeria,food,Website,High,5,2,Website is down/unreachable,+1-540-981-1340,https://gracesplacepizzeria.com/,1316 Grandin Road Southwest,https://www.google.com/maps/search/?api=1&query=Grace's%20Place%20Pizzeria%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Farmburguesa,food,Website,High,5,2,Website is down/unreachable,+1-540-566-3377,https://farmburguesa.com/,1908 Memorial Avenue Southwest,https://www.google.com/maps/search/?api=1&query=Farmburguesa%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Cuban Island Restaurant,food,Website,High,5,2,Website is down/unreachable,+15405297762,https://www.cubanislandva.com/,5508 Williamson Road Northwest,https://www.google.com/maps/search/?api=1&query=Cuban%20Island%20Restaurant%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Fair Way Pharmacy,healthcare,Website,High,4,3,Copyright stuck at 2022; Wix builder; Uses free email for business (fairwaypharmacy@outlook.com),+1-540-524-9983,https://www.thefairwaypharmacy.com,2311 Sanford Avenue Southwest,https://www.google.com/maps/search/?api=1&query=Fair%20Way%20Pharmacy%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Due South BBQ,food,Website,High,5,2,Website is down/unreachable,+1 540-566-3394,https://duesouthbbq.com/,4521 Melrose Avenue Northwest,https://www.google.com/maps/search/?api=1&query=Due%20South%20BBQ%20Roanoke%20VA,OSM,
Western NC,Asheville,NC,Kathmandu Cafe,food,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-828-252-1080,http://kathmanducafeasheville.com,88 Patton Avenue,https://www.google.com/maps/search/?api=1&query=Kathmandu%20Cafe%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Malaprop's,food,Website,High,5,2,Website is down/unreachable,+1-828-254-6734,https://www.malaprops.com/,55 Haywood Street,https://www.google.com/maps/search/?api=1&query=Malaprop's%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Anjali Hot Yoga,fitness,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1 828-785-1366,https://anjalihotyoga.com/,780 Hendersonville Road,https://www.google.com/maps/search/?api=1&query=Anjali%20Hot%20Yoga%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Itto Ramen & Japanese Tapas,food,Website,High,5,2,Website is down/unreachable,+1-828-552-3288,https://ittoramen.com,3 Biltmore Avenue,https://www.google.com/maps/search/?api=1&query=Itto%20Ramen%20%26%20Japanese%20Tapas%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Andy's Vacuum & Sewing Machine Repair,trades,Website,High,5,2,Website is down/unreachable,+12396997545,https://andys-mobile-vacuum-sewing.business.site/,215 Suite 1431 State Road,https://www.google.com/maps/search/?api=1&query=Andy's%20Vacuum%20%26%20Sewing%20Machine%20Repair%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Isa's Bistro,food,Website,High,5,2,Website is down/unreachable,+18285759636,https://www.isasbistro.com/,1 Battery Park Avenue,https://www.google.com/maps/search/?api=1&query=Isa's%20Bistro%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Altamont Deli & Grill,food,Website,High,5,2,Website is down/unreachable (ERR_TLS_CERT_ALTNAME_INVALID),+1 828-318-9573,https://altamontdeliandgrill.com/,231 Montford Avenue,https://www.google.com/maps/search/?api=1&query=Altamont%20Deli%20%26%20Grill%20Asheville%20NC,OSM,
Western NC,Asheville,NC,One World Brewing,trades,Website,High,5,2,Website is down/unreachable,+1-828-785-5580,https://oneworldbrewing.com/,10 Patton Avenue,https://www.google.com/maps/search/?api=1&query=One%20World%20Brewing%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Green Sage Cafe,food,Website,High,5,2,Website is down/unreachable,+1-828-274-4450,https://greensagecafe.com,1800 Hendersonville Road,https://www.google.com/maps/search/?api=1&query=Green%20Sage%20Cafe%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Green Sage Cafe,food,Website,High,5,2,Website is down/unreachable,+1-828-417-7859,https://www.greensagecafe.com/,633 Merrimon Avenue,https://www.google.com/maps/search/?api=1&query=Green%20Sage%20Cafe%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Andaaz,food,Website,High,5,2,Website is down/unreachable,+1 828-552-3200,https://www.andaazasheville.com/,15 Page Avenue,https://www.google.com/maps/search/?api=1&query=Andaaz%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Suwanna's Thai Orchid,food,Website,High,5,2,Website is down/unreachable,+1-828-281-8151,https://www.suwanasthaiorchid.com/,11 Broadway Street,https://www.google.com/maps/search/?api=1&query=Suwanna's%20Thai%20Orchid%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Sunny Point Cafe,food,Website,High,5,2,Website is down/unreachable,+1 828-252-0055,https://sunnypointcafe.com/,626 Haywood Road,https://www.google.com/maps/search/?api=1&query=Sunny%20Point%20Cafe%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Rabbit Hole,food,Website,High,5,2,Website is down/unreachable,+1-828-785-5760,https://www.rabbitholeasheville.com/,9 State Street,https://www.google.com/maps/search/?api=1&query=Rabbit%20Hole%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Chai Pani,food,Website,High,5,2,Website is down/unreachable,+1 828 254 4003,https://chaipani.com/,32 Banks Avenue,https://www.google.com/maps/search/?api=1&query=Chai%20Pani%20Asheville%20NC,OSM,
Western NC,Asheville,NC,The Omni Grove Park Inn,hospitality,Website,High,5,2,Website is down/unreachable,+1-828-252-2711,https://www.omnihotels.com/hotels/asheville-grove-park,290 Macon Avenue,https://www.google.com/maps/search/?api=1&query=The%20Omni%20Grove%20Park%20Inn%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Clarion Pointe Biltmore Village,hospitality,Website,High,5,2,Website is down/unreachable,+1-828-673-8573,https://www.choicehotels.com/north-carolina/asheville/clarion-hotels/nc598,234 Hendersonville Road,https://www.google.com/maps/search/?api=1&query=Clarion%20Pointe%20Biltmore%20Village%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Papa's and Beer,food,Website,High,5,2,Website is down/unreachable,+1-828-255-2204,https://papasandbeerdowntown.com/,17 Tunnel Road,https://www.google.com/maps/search/?api=1&query=Papa's%20and%20Beer%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Itto Ramen Bar & Tapas,food,Website,High,5,2,Website is down/unreachable,+1 828-505-0860,https://www.ittoramen.com/,630 Haywood Road,https://www.google.com/maps/search/?api=1&query=Itto%20Ramen%20Bar%20%26%20Tapas%20Asheville%20NC,OSM,
Western NC,Hendersonville,NC,Woodward & Rick Photography Inc,trades,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1 866-977-7427,http://www.wrpweddingjournal.com/,443 North Main Street,https://www.google.com/maps/search/?api=1&query=Woodward%20%26%20Rick%20Photography%20Inc%20Hendersonville%20NC,OSM,
Western NC,Brevard,NC,Downtown Chocolates,food,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-828-877-2378,http://downtown-chocolates.com/,30 Times Arcade Alley,https://www.google.com/maps/search/?api=1&query=Downtown%20Chocolates%20Brevard%20NC,OSM,
Western NC,Brevard,NC,Papa L.E.W.,food,Website,High,5,2,Website is down/unreachable,+1 828 877 9906,https://papalew.business.site/,36 E. Main Str,https://www.google.com/maps/search/?api=1&query=Papa%20L.E.W.%20Brevard%20NC,OSM,
Western NC,Waynesville,NC,Veda Inn & Cottages,hospitality,Website,High,5,2,Copyright stuck at 2020; Wix builder; Uses free email for business (vedainncottages@gmail.com); Business email is vedainncottages@gmail.com,+1-828-735-5463,https://www.vedainn.com,1485 Soco Road,https://www.google.com/maps/search/?api=1&query=Veda%20Inn%20%26%20Cottages%20Waynesville%20NC,OSM,
Western NC,Sylva,NC,Peak Pizza Bar,food,Website,High,5,2,Website is down/unreachable,+1-828-222-7325,https://peakpizza.bar/,2968 Old Cullowhee Road,https://www.google.com/maps/search/?api=1&query=Peak%20Pizza%20Bar%20Sylva%20NC,OSM,
Western NC,Franklin,NC,Mountainside Chocolates,food,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-828-524-5532,https://www.mountainsidechocolates.com,,https://www.google.com/maps/search/?api=1&query=Mountainside%20Chocolates%20Franklin%20NC,OSM,
Western NC,Boone,NC,Appalachian Mountain Brewery,trades,Website,High,5,2,Website is down/unreachable,+1-828-263-1111,https://appalachianmountainbrewery.com/,163 Boone Creek Drive,https://www.google.com/maps/search/?api=1&query=Appalachian%20Mountain%20Brewery%20Boone%20NC,OSM,
Western NC,Spruce Pine,NC,Lemon Tree Inn,hospitality,Website,High,5,2,Website is down/unreachable (EAI_AGAIN),+18287656161,http://lemontreeinnusa.com/,872 Greenwood Road,https://www.google.com/maps/search/?api=1&query=Lemon%20Tree%20Inn%20Spruce%20Pine%20NC,OSM,
Western NC,Lenoir,NC,RJEB Construction,trades,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-828-221-6223,https://rjebconstruction.com,5234 Franklin Pl,https://www.google.com/maps/search/?api=1&query=RJEB%20Construction%20Lenoir%20NC,OSM,
Western NC,Hickory,NC,NDK Used Tires & Wheels,auto,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-828-855-1833,https://www.ndkusedtires.com/,1931 U.S. Hwy 70 SW,https://www.google.com/maps/search/?api=1&query=NDK%20Used%20Tires%20%26%20Wheels%20Hickory%20NC,OSM,
Western NC,Hickory,NC,Lockman's Body Shop,auto,Website,High,5,2,Website is down/unreachable,+1-828-328-1316,https://lockmansbodyshop.com,2260 U.S. Hwy 70 SW,https://www.google.com/maps/search/?api=1&query=Lockman's%20Body%20Shop%20Hickory%20NC,OSM,
Western NC,Hickory,NC,Highland Recreation Center,fitness,Website,High,5,2,Website is down/unreachable (UNABLE_TO_VERIFY_LEAF_SIGNATURE),+1-828-328-3997,https://www.hickorync.gov/content/highland-recreation-center,1451 8th Street Drive Northeast,https://www.google.com/maps/search/?api=1&query=Highland%20Recreation%20Center%20Hickory%20NC,OSM,
Western NC,Hickory,NC,Shooting Stars of Hickory,fitness,Website,High,5,2,Website is down/unreachable (ENOTFOUND),+1-828-327-0001,http://hickorygymnastics.com/,105 31st Street Place Southeast,https://www.google.com/maps/search/?api=1&query=Shooting%20Stars%20of%20Hickory%20Hickory%20NC,OSM,
NE Tennessee,Johnson City,TN,Property Executives,realestate,Website,High,3,3,Not mobile-friendly (no viewport meta); Business email is propertyexecutivestn@gmail.com,+1-423-952-0226,https://www.propertyexecutivestn.com,2694 Boones Creek Road,https://www.google.com/maps/search/?api=1&query=Property%20Executives%20Johnson%20City%20TN,OSM,
NE Tennessee,Johnson City,TN,Innate Rejuvenation,healthcare,Website,High,3,3,Copyright stuck at 2017; Business email is innaterejuvenation@gmail.com,+1-423-328-0488,https://innaterejuvenation.com/,106 Pinnacle Drive,https://www.google.com/maps/search/?api=1&query=Innate%20Rejuvenation%20Johnson%20City%20TN,OSM,
NE Tennessee,Kingsport,TN,Red Door Agency,realestate,Website,High,3,3,Copyright stuck at 2022; WordPress 4.9 (outdated),+1-423-541-0256,https://www.reddooragency.com/,136 West Main Street,https://www.google.com/maps/search/?api=1&query=Red%20Door%20Agency%20Kingsport%20TN,OSM,
NE Tennessee,Bristol,TN,Bristol's Best Coin Laundry,retail,Website,High,3,3,SSL certificate broken/expired; Outdated server stack: Apache PHP/5.2.10,+14232171441,http://www.cityvisitor.co.uk/bristol/laundries.html,1203 Bluff City Highway,https://www.google.com/maps/search/?api=1&query=Bristol's%20Best%20Coin%20Laundry%20Bristol%20TN,OSM,
NE Tennessee,Elizabethton,TN,"Troy Hoover, DDS",healthcare,Website,High,3,3,Copyright stuck at 2022; Business email is troyhooverdds@gmail.com,+1-423-543-3002,https://troyhooverdentist.com/,1201 Veterans Memorial Parkway,https://www.google.com/maps/search/?api=1&query=Troy%20Hoover%2C%20DDS%20Elizabethton%20TN,OSM,
Upstate/N SC,Greenville,SC,Studio of Michael McDunn,trades,Website,High,4,2,SSL certificate broken/expired; Weebly builder,+1-864-242-0311,http://mcdunnstudio.com,741 Rutherford Road,https://www.google.com/maps/search/?api=1&query=Studio%20of%20Michael%20McDunn%20Greenville%20SC,OSM,
Upstate/N SC,Greer,SC,Secured Advantage Federal Credit Union,finance,Website,High,3,3,Copyright stuck at 2022; WordPress 2.9 (outdated),+1-864-916-2560,https://securedadvantagefcu.com/,126 West Main Street,https://www.google.com/maps/search/?api=1&query=Secured%20Advantage%20Federal%20Credit%20Union%20Greer%20SC,OSM,
Upstate/N SC,Spartanburg,SC,Craft & Canopy Tree Care,professional,Website,High,5,1,Facebook/Instagram page instead of a real website; Business email is craftandcanopy@gmail.com,+1-864-406-5164,https://linktr.ee/craftandcanopy,5200 South Main Street,https://www.google.com/maps/search/?api=1&query=Craft%20%26%20Canopy%20Tree%20Care%20Spartanburg%20SC,OSM,
Upstate/N SC,Spartanburg,SC,Arthur State Bank,finance,Website,High,3,3,Copyright stuck at 2021; WordPress 3.5 (outdated),+18649488720,https://www.arthurstatebank.com/,756 East Main Street,https://www.google.com/maps/search/?api=1&query=Arthur%20State%20Bank%20Spartanburg%20SC,OSM,
Upstate/N SC,Rock Hill,SC,"Law Office of Nathan J. Sheldon, LLC",legal,Website,High,3,3,Copyright stuck at 2023; WordPress 2.2 (outdated),+1-803-909-9343,https://www.nathansheldonlaw.com/,331 East Main Street,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20Nathan%20J.%20Sheldon%2C%20LLC%20Rock%20Hill%20SC,OSM,
SE Kentucky,Corbin,KY,Wallens Towing & Recovery,auto,Website,High,4,2,Not mobile-friendly (no viewport meta); Uses free email for business (wallenstowing@yahoo.com); Business email is wallenstowing@yahoo.com,+1-606-523-1101,https://www.wallenstowing.com/,952 West Dixie Highway,https://www.google.com/maps/search/?api=1&query=Wallens%20Towing%20%26%20Recovery%20Corbin%20KY,OSM,
Southern WV,Beckley,WV,Whitesville State Bank,finance,Website,High,3,3,Copyright stuck at 2016; WordPress 1.0 (outdated),+1 304-934-5324,https://www.whitesvillesb.com/,,https://www.google.com/maps/search/?api=1&query=Whitesville%20State%20Bank%20Beckley%20WV,OSM,
Southern WV,Hinton,WV,Lucky Rivers Cafe and Catering,food,Website,High,4,2,No HTTPS (insecure site); Copyright stuck at 2010,+1 304-309-4157,https://luckyriverscafe.com/,213 2nd Avenue,https://www.google.com/maps/search/?api=1&query=Lucky%20Rivers%20Cafe%20and%20Catering%20Hinton%20WV,OSM,
SW Virginia,Bristol,VA,Little Italy Pizza,food,Website,High,5,1,Facebook/Instagram page instead of a real website; Business email is jmramirez82@yahoo.com,+1-423-878-7500,https://www.facebook.com/pages/Little-Italy-Pizza/336366324350,,https://www.google.com/maps/search/?api=1&query=Little%20Italy%20Pizza%20Bristol%20VA,OSM,
SW Virginia,Bristol,VA,Sweet Stix Golf,retail,Website,High,5,1,Facebook/Instagram page instead of a real website; Business email is sweetstixgolf@gmail.com,+1 423-571-9220,https://www.facebook.com/pages/Sweet-Stix-Golf/181481119631,809 State Street,https://www.google.com/maps/search/?api=1&query=Sweet%20Stix%20Golf%20Bristol%20VA,OSM,
SW Virginia,Abingdon,VA,Anthony's Desserts,food,Website,High,5,1,Facebook/Instagram page instead of a real website; Business email is anthonysdesserts@icloud.com,+1-276-274-7861,https://www.facebook.com/pages/Anthonys-Desserts/263687877007000?rf=155802471131336,266 East Main Street,https://www.google.com/maps/search/?api=1&query=Anthony's%20Desserts%20Abingdon%20VA,OSM,
